Agent_0,Bidding_Factor_0,Participated_0,Agent_1,Bidding_Factor_1,Participated_1,Agent_2,Bidding_Factor_2,Participated_2,Agent_3,Bidding_Factor_3,Participated_3,seller_id,starting_price,market_price
62.92214627517787,1.704574643820035,1,91.6186599336604,2.481969447461392,1,95.99945593090406,2.6006461649400463,1,93.08851401027626,2.5217881144559615,1,2,36.54455675395042,85.90719403750464
,4.057252714140901,0,173.3367898264918,3.6484181502400457,1,230.7308496107589,4.856456730177327,1,257.73987429634946,5.424946639225648,1,1,47.03502034626605,220.60250457786674
,2.456782895137863,0,,3.100692263521542,0,25.952394568022672,1.6509844075623052,1,41.13315735027128,2.6167219845979255,1,0,15.562152195173196,33.54277595914698
,2.9076428983885863,0,,2.363673296166251,0,,4.351975759898007,0,282.92676509217733,3.2955847288477873,1,4,84.99174516419856,282.92676509217733
27.292596440302393,4.016680186999492,1,24.542421001512714,7.296836300480091,1,32.668734980336566,4.807892162875554,1,36.49289057556558,5.370697172833391,1,1,6.726866272139875,30.249160749429315
,2.456782895137863,0,209.61183676924023,3.0696853408863265,1,111.6092294026864,1.6344745634866822,1,176.89465928588498,2.5905547647519462,1,0,67.60162536451723,166.03857515260387
,2.9076428983885863,0,87.96749027398864,2.3400365632045883,1,,4.351975759898007,0,122.64991022753956,3.2626288815593094,1,4,37.216433597937204,105.3087002507641
,2.9145281710311703,0,,2.6425108478652075,0,,1.645565623586621,0,26.76644039803245,2.332287491464733,1,3,11.361710805819335,26.76644039803245
207.95690987513171,8.033360373998985,1,377.7815156466475,7.2238679374752905,1,248.92058880877735,9.615784325751108,1,278.0588784619808,5.316990201105057,1,1,51.77333026119712,278.1794731981343
273.0389678455591,2.8853828893208586,1,247.55582793579148,2.6160857393865555,1,154.15995763981914,1.6291099673507548,1,,2.332287491464733,0,3,93.6820479415565,224.9182511403899
255.86897274028115,2.8785664694047,1,205.92031845921616,2.3166361975725422,1,,4.351975759898007,0,,3.2626288815593094,0,4,87.99876108654318,230.89464559974866
5.664855068733103,1.6875288973818348,1,,2.481969447461392,0,,2.6006461649400463,0,,2.5217881144559615,0,2,3.323324730466415,5.664855068733103
417.0178439233019,7.953026770258995,1,374.9964761724003,7.151629258100537,1,499.1626742072899,9.519626482493596,1,276.00900328120076,10.633980402210113,1,1,51.91076019358404,391.79649939604826
28.08258523499615,1.6706536084080164,1,,2.481969447461392,0,43.27799524280956,2.5746397032906456,1,41.96569894517534,2.496570233311402,1,2,16.64124702016403,37.77542647432702
,2.8853828893208586,0,,2.6160857393865555,0,106.2571624999451,1.6128188676772472,1,152.1212539017019,2.3089646165500857,1,3,65.22405769374772,129.1892082008235
,2.456782895137863,0,,3.0696853408863265,0,,1.6344745634866822,0,217.9774881604893,2.5646492171044266,1,0,84.14316930349138,217.9774881604893
331.8584677391074,7.873496502556405,1,298.4182998486405,14.303258516201074,1,397.2284702652992,9.42443021766866,1,443.72746932552104,10.527640598188013,1,1,41.727316822334835,367.80817679464207
,1.6706536084080164,0,207.12692277466147,4.963938894922784,1,214.86050101926335,2.5488933062577392,1,208.34539701748412,2.4716045309782877,1,2,83.45264805193918,210.11094027046965
,2.8785664694047,0,87.09541370704055,2.2934698355968166,1,163.61530120633458,4.308456002299027,1,,3.2626288815593094,0,4,37.59563706994753,125.35535745668756
,2.8853828893208586,0,,2.6160857393865555,0,131.6583343885389,1.5966906790004747,1,,2.3089646165500857,0,3,81.63243686388097,131.6583343885389
255.83883620704123,2.849780804710653,1,203.83710428489357,4.586939671193633,1,382.9233686951751,4.265371442276037,1,289.97321580218204,3.230002592743716,1,4,88.87716817598789,283.14313124732297
,2.8853828893208586,0,100.3586145116635,2.58992488199269,1,61.25245129991415,1.58072377221047,1,88.57679485984963,2.285874970384585,1,3,38.362127433635465,83.39595355714242
,1.6706536084080164,0,116.35153251799102,4.914299505973556,1,,2.5488933062577392,0,57.93281928830181,2.446888485668505,1,2,23.439356321851122,87.14217590314641
,7.873496502556405,0,228.01012100646082,14.160225931039063,1,,9.42443021766866,0,,10.527640598188013,0,1,15.941131228817362,228.01012100646082
27.04290545233079,2.85652906042765,1,24.273760675434172,2.564025633172763,1,14.815144179426733,3.16144754442094,1,21.42408930501066,2.263016220680739,1,3,9.372380196895103,21.88897490305059
116.18072018834388,3.3413072168160327,1,341.7505896804615,4.86515651091382,1,177.2553319933632,2.5234043731951616,1,,2.446888485668505,0,2,69.54207598968031,211.72888062072283
531.9065214361559,7.794761537530841,1,956.6164810365435,14.018623671728673,1,,9.42443021766866,0,,10.527640598188013,0,1,67.55658318555854,744.2615012363497
,2.456782895137863,0,19.75929261442638,3.038988487477463,1,,1.6344745634866822,0,,2.5646492171044266,0,0,6.436911416047996,19.75929261442638
145.186236065365,3.3078941446478725,1,211.40042380226666,4.816504945804682,1,109.64678170605302,2.49817032946321,1,106.32201897448293,4.89377697133701,1,2,43.45192663957267,143.1388651370419
267.7545757513133,2.8279637698233735,1,240.33698978818916,2.5383853768410356,1,,3.16144754442094,0,212.12210177760196,2.2403860584739315,1,3,93.7342383316163,240.0712224390348
165.62199559379894,2.8212829966635464,1,266.5812404784542,4.541070274481696,1,,4.265371442276037,0,,3.230002592743716,0,4,58.11745075973134,216.10161803612658
,7.794761537530841,0,1205.4543759127032,13.878437435011385,1,,9.42443021766866,0,,10.527640598188013,0,1,85.9894954127159,1205.4543759127032
190.28575790378406,2.79968413212514,1,170.80083926048562,2.5130015230726253,1,212.7249466497827,3.12983306897673,1,150.74930014411387,4.480772116947863,1,3,67.28719792462856,181.14021098954157
149.45306688538446,3.2748152032013937,1,,4.816504945804682,0,112.8691551222817,4.99634065892642,1,221.10440813312098,4.84483920162364,1,2,45.18072838793753,161.14221004692902
,2.456782895137863,0,,3.038988487477463,0,117.02503681296781,1.6181298178518153,1,183.62364012796706,2.539002724933382,1,0,71.59795534739219,150.32433847046744
,2.8212829966635464,0,,4.541070274481696,0,,4.265371442276037,0,168.26651135273337,3.197702566816279,1,4,52.09485333873985,168.26651135273337
231.47211636938107,5.59936826425028,1,207.76978885241556,5.0260030461452505,1,258.76815032308673,3.098534738286963,1,370.4610077178786,4.4359643957783845,1,3,82.67793988376785,267.1177658156905
29.69760187806701,3.24206705116938,1,43.6783871604164,4.768339896346635,1,,4.99634065892642,0,43.935335841978684,4.796390809607403,1,2,9.06848174182019,39.103774960154034
,7.794761537530841,0,638.012321952298,13.73965306066127,1,,9.42443021766866,0,483.97122905095284,10.422364192206132,1,1,45.97148093507795,560.9917755016254
,2.456782895137863,0,48.6591976165289,3.0085986026026883,1,,1.6181298178518153,0,,2.539002724933382,0,0,16.011642629458876,48.6591976165289
30.514664601770093,3.209646380657686,1,44.880099747404934,4.720656497383169,1,47.02606609827374,4.946377252337156,1,45.144117794044945,4.748426901511329,1,2,9.41210163767704,41.89123706037343
,2.456782895137863,0,163.25594296091322,2.9785126165766616,1,87.80477030669375,1.6019485196732972,1,137.77420613063643,2.5136126976840485,1,0,54.263118655869626,129.61163979941446
,5.59936826425028,0,302.55190316731665,4.975743015683798,1,,3.098534738286963,0,267.033158954122,4.3916047518206005,1,3,60.19731790639526,284.7925310607193
,2.8212829966635464,0,151.87910892472834,4.495659571736879,1,,4.265371442276037,0,,3.197702566816279,0,4,33.44566363092968,151.87910892472834
24.222798351455484,15.589523075061681,1,42.696988728250666,13.602256530054657,1,29.28711438326646,9.330185915491972,1,32.38826806409413,10.31814055028407,1,1,3.1075740078545855,32.14879238176668
184.95641954934172,4.913565790275726,1,224.23431481667288,2.948727490410895,1,,1.6019485196732972,0,189.23479385072608,2.488476570707208,1,0,75.28399026034526,199.47517607224688
232.40654283472554,5.543374581607777,1,206.5224464145755,4.92598558552696,1,,3.098534738286963,0,,4.3916047518206005,0,3,41.50585063649914,219.4644946246505
37.54112204440485,2.793070166696911,1,,4.495659571736879,0,,4.265371442276037,0,,3.197702566816279,0,4,13.306400700958054,37.54112204440485
112.73347980109664,3.177549916851109,1,165.80519184378602,4.673449932409338,1,173.73325716669532,4.896913479813784,1,166.78058100556922,4.700942632496216,1,2,35.12333336172582,154.7631274542868
,4.913565790275726,0,145.29269433932996,2.919240215506786,1,78.93283369627397,1.5859290344765642,1,122.6147437951157,2.463591805000136,1,0,49.27301516054436,115.61342394357321
,2.793070166696911,0,139.6443976061628,4.45070297601951,1,,4.265371442276037,0,99.32719360559157,3.165725541148116,1,4,31.062048933614385,119.4857956058772
,5.543374581607777,0,23.018919165192777,4.876725729671691,1,,3.098534738286963,0,,4.3916047518206005,0,3,4.672957069307038,23.018919165192777
1.658924419172457,3.145774417682598,1,2.439898795464618,4.626715433085245,1,2.5565638818628527,4.847944345015646,1,2.454252090524198,4.653933206171254,1,2,0.5220765881205791,2.2774097967560314
,2.793070166696911,0,223.1386902332096,4.406195946259315,1,213.84698150286962,4.222717727853277,1,158.71556801154478,3.134068285736635,1,4,50.135605866193714,198.56707991587464
,4.913565790275726,0,38.814172875215625,2.890047813351718,1,21.086487978965728,1.5700697441317986,1,,2.463591805000136,0,0,13.295984574697773,29.950330427090677
,5.543374581607777,0,274.7790609067379,4.8279584723749736,1,,3.098534738286963,0,,4.3916047518206005,0,3,56.34498967921998,274.7790609067379
360.79545447447583,5.487940835791699,1,314.2319620622155,4.779678887651224,1,201.67088343883015,6.197069476573926,1,285.8314928892696,4.347688704302395,1,3,65.0858875154405,290.63244821619776
609.282734284111,15.433627844311065,1,531.6147268368449,13.46623396475411,1,364.6501024180663,9.236884056337052,1,,10.31814055028407,0,1,39.082833474153624,501.8491878463408
267.89283263879514,4.864430132372969,1,157.56848045315417,2.8611473352182006,1,,1.5700697441317986,0,,2.463591805000136,0,0,54.521063535767226,212.73065654597465
78.81363276735462,2.765139465029942,1,,4.406195946259315,0,,4.222717727853277,0,,3.134068285736635,0,4,28.217562776290627,78.81363276735462
72.45066743321287,3.114316673505772,1,106.55837852401099,4.5804482787543925,1,111.65352528176501,4.79946490156549,1,107.18523397017478,4.607393874109541,1,2,23.03110707047621,99.46195130229091
,4.864430132372969,0,195.93059739400772,2.8325358618660186,1,107.51795237225686,1.5543690466904805,1,168.70610197074896,2.4389558869501347,1,0,68.47973013562596,157.38488391233784
,15.433627844311065,0,32.55836036643701,13.33157162510657,1,,9.236884056337052,0,24.946970268523003,10.21495914478123,1,1,2.4177777136245915,28.752665317480005
,5.487940835791699,0,44.0068132509156,4.731882098774712,1,,6.197069476573926,0,,4.347688704302395,0,3,9.207064801907839,44.0068132509156
36.88148762528364,5.530278930059884,1,58.76993306186752,4.362133986796722,1,56.32269677334342,4.180490550574744,1,41.8022678996909,3.1027276028792685,1,4,13.338020773170756,48.444096340046364
293.38553064449246,3.0831735067707142,1,431.50308389777786,4.534643795966849,1,452.1356382715967,4.751470252549836,1,,4.607393874109541,0,2,94.20542655163892,392.34141760462234
,15.433627844311065,0,927.1139656061215,13.198255908855504,1,642.3581891265686,9.144515215773682,1,,10.21495914478123,0,1,69.54273597121453,784.7360773663451
,5.487940835791699,0,296.06755012634545,4.684563277786965,1,,6.197069476573926,0,,4.347688704302395,0,3,62.56866590209636,296.06755012634545
167.84977014998665,4.815785831049239,1,97.7381687922149,2.8042105032473583,1,53.634337448686594,3.108738093380961,1,84.15748071004441,4.877911773900269,1,0,34.50553622570093,100.84493927523314
1399.1600267778715,15.279291565867954,1,,13.198255908855504,0,829.010540051913,18.289030431547364,1,926.053333326631,10.112809553333417,1,1,90.65658708970432,1051.4079667188053
336.0255276603267,5.433061427433782,1,,4.684563277786965,0,379.44533352700614,6.135098781808186,1,,4.347688704302395,0,3,61.22980143459421,357.7354305936664
,5.530278930059884,0,,4.362133986796722,0,318.48656945177555,4.138685645068996,1,,3.1027276028792685,0,4,76.18401850184526,318.48656945177555
27.494576279988998,5.378730813159444,1,23.706723014244588,4.637717645009095,1,31.047309826085826,6.073747793990105,1,22.0019339590921,8.69537740860479,1,3,5.060604715631866,26.06263576985288
9.999450766238022,4.7676279727387465,1,,2.8042105032473583,0,6.454953480171436,3.0776507124471513,1,10.12844846851118,4.829132656161266,1,0,2.0763902542691337,8.860950904973546
61.28760801569704,5.474976140759285,1,,4.362133986796722,0,,4.138685645068996,0,34.38502026925589,3.071700326850476,1,4,11.082191113827488,47.83631414247647
131.8404186630332,3.052341771703007,1,,4.534643795966849,0,,4.751470252549836,0,,4.607393874109541,0,2,42.76127125946978,131.8404186630332
216.74454203803438,10.757461626318888,1,186.884233843775,9.27543529001819,1,244.75136045888652,6.013010316050203,1,350.39410964105576,8.608423634518742,1,3,40.29659590097976,249.6935614954379
673.3139968312627,15.126498650209275,1,581.6088003088328,13.066273349766949,1,,18.289030431547364,0,445.6421418620597,10.011681457800082,1,1,44.06709525298691,566.8549796673851
170.0503107453016,3.021818353985977,1,252.63146931058887,4.48929735800718,1,,4.751470252549836,0,,4.607393874109541,0,2,55.711425346194,211.34089002794525
,5.474976140759285,0,143.41661469986036,4.318512646928754,1,,4.138685645068996,0,,3.071700326850476,0,4,32.8776271279041,143.41661469986036
298.300755812892,5.420226379351692,1,235.29154346008292,4.2753275204594665,1,225.49377828427106,4.097298788618306,1,167.35973008334074,6.143400653700952,1,4,54.48439374779136,231.61145191014668
967.5800037512731,10.649887010055698,1,834.2791287075748,9.18268093711801,1,,6.013010316050203,0,774.2847580512747,17.216847269037483,1,3,89.9450109479378,858.7146301700409
218.74486932367677,14.975233663707181,1,,13.066273349766949,0,,18.289030431547364,0,144.7793043743443,9.91156464322208,1,1,14.461037837110469,181.76208684901053
249.8622600328719,4.719951693011359,1,,2.8042105032473583,0,,3.0776507124471513,0,,4.829132656161266,0,0,52.408086675718415,249.8622600328719
246.35580425317556,4.672752176081246,1,146.36453479928497,5.608421006494717,1,160.6366263446951,3.0468742053226796,1,252.0544566410289,4.780841329599654,1,0,52.19456051169858,201.35285550954612
404.934658912799,10.543388139955141,1,349.1479082985591,18.36536187423602,1,,6.013010316050203,0,654.6264922678262,17.044678796347107,1,3,38.02243709538485,469.56968649306145
,3.021818353985977,0,177.59651882714437,4.444404384427108,1,,4.751470252549836,0,182.26841477718307,4.561319935368446,1,2,39.55998114279075,179.93246680216373
,5.420226379351692,0,,4.2753275204594665,0,,4.097298788618306,0,584.3737303224821,6.081966647163942,1,4,95.12219099212412,584.3737303224821
128.08992458142166,2.9916001704461173,1,188.39101352987873,4.399960340582838,1,201.40703212592948,4.703955550024337,1,193.34687200585807,4.515706736014762,1,2,42.388360111871926,177.808710560772
,14.975233663707181,0,757.2165584199495,12.93561061626928,1,1059.8857309579419,18.10614012723189,1,574.3949071623656,19.82312928644416,1,1,57.95199121817356,797.1657321800857
,4.672752176081246,0,,5.608421006494717,0,205.61138636244985,3.016405463269453,1,322.6242199433956,4.7330329163036575,1,0,67.48272902217653,264.1178031529227
,5.420226379351692,0,,4.2753275204594665,0,,4.097298788618306,0,67.4729585312804,6.021146980692303,1,4,11.093937610253658,67.4729585312804
282.945652691204,2.961684168741656,1,416.14840869459243,4.355960737177009,1,444.9002866360881,4.656915994524094,1,427.09570697518325,4.4705496686546145,1,2,94.58003629175158,392.7725137492669
,14.975233663707181,0,736.6111955345451,12.806254510106587,1,1031.0441401863116,17.92507872595957,1,1128.8171386790546,19.62489799357972,1,1,56.944447184279035,965.4908247999705
,10.543388139955141,0,,18.36536187423602,0,199.93299572860522,5.952880212889701,1,566.7367115418504,16.874232008383636,1,3,33.25006697476219,383.3348536352278
,5.420226379351692,0,,4.2753275204594665,0,,4.097298788618306,0,72.6046551241107,5.96093551088538,1,4,12.058276497306618,72.6046551241107
170.7180986264785,2.9320673270542397,1,251.08731801689942,4.312401129805239,1,268.43505206909794,4.610346834578853,1,257.6924802796292,4.425844171968068,1,2,57.64223627498143,236.98323724802626
,10.543388139955141,0,1652.3691725731433,18.181708255493657,1,535.5928088516782,5.893351410760804,1,1518.209168566138,16.7054896882998,1,3,89.97204541290206,1235.39038333032
,5.420226379351692,0,25.59474857122292,4.232574245254872,1,,4.097298788618306,0,35.68583808381284,5.901326155776527,1,4,5.986617036645714,30.64029332751788
,14.975233663707181,0,,12.806254510106587,0,,17.92507872595957,0,509.47968212909524,19.42864901364392,1,1,25.96088307290929,509.47968212909524
1178.8654623674322,14.82548132707011,1,1008.1212409285724,25.612509020213174,1,1411.080233857254,17.745827938699975,1,1529.4427998243316,19.23436252350748,1,1,78.72100621871694,1281.8774342443976
,4.672752176081246,0,347.69391183756017,5.55233679642977,1,187.0019768483534,2.9862414086367584,1,293.42425035849607,4.685702587140621,1,0,61.99497352907714,276.0400463481365
,10.543388139955141,0,1204.6865294195156,17.99989117293872,1,,5.893351410760804,0,1106.875003825375,16.5384347914168,1,3,66.25815971145154,1155.7807666224453
,5.420226379351692,0,400.76644411326913,4.190248502802323,1,,4.097298788618306,0,,5.901326155776527,0,4,94.68621715556847,400.76644411326913
499.9960846488191,5.366024115558175,1,386.5351183648037,4.1483460177742995,1,377.96084675535957,8.194597577236612,1,544.3757816766416,5.842312894218762,1,4,92.24634722888145,452.21695786140594
162.60962879907171,4.6260246543204335,1,,5.55233679642977,0,103.91982897113037,2.956378994550391,1,163.06029715378133,4.638845561269214,1,0,34.79954054303016,143.19658497466114
1090.323304788425,14.677226513799408,1,,25.612509020213174,0,,17.745827938699975,0,1414.5695002722614,19.042018898272406,1,1,73.54387225172813,1252.4464025303432
,10.543388139955141,0,,17.99989117293872,0,,5.893351410760804,0,1344.775018626469,16.37305044350263,1,3,81.31210937351744,1344.775018626469
1024.4879782379587,10.437954258555589,1,1749.0271506162846,17.819892261209333,1,572.6496636290814,11.786702821521608,1,1590.9490501336597,16.209319939067605,1,3,97.16876251150872,1234.2784606542461
,2.9320673270542397,0,242.41001780390852,8.624802259610478,1,259.15823333970025,4.564243366233065,1,248.78691295875765,4.381585730248387,1,2,56.21230736827501,250.11838803412215
,14.677226513799408,0,1681.604800718769,25.35638393001104,1,1165.113087159735,17.568369659312975,1,,19.042018898272406,0,1,65.65560599282408,1423.358943939252
,4.6260246543204335,0,90.1002358442603,5.4968134284654715,1,,2.956378994550391,0,,4.638845561269214,0,0,16.227444254137467,90.1002358442603
